title,category,price,image,quick_desc,long_desc,additional_info
New Apple IPad 9.7″ 32GB Silver Just R1995  Only With Purchase Of New Mavic Pro or Phantom,Phantom 4 Drones,R 5995,https://www.droneworld.co.za/wp-content/uploads/2018/04/ipad5-w-svr-front_1-1-600x691.png,"Save R3000 when purchasing this product with a new Mavic Pro Fly More Combo , Mavic Pro Platinum , Mavic Pro Platinum Fly More Combo Or Phantom 4 Pro With a brilliant 9.7-inch Retina display, powerful A9 chip for an amazing performance, Touch ID, advanced cameras, and iOS 10 with versatile multitasking capabilities – all in a thin and light design.","Product Description Apple iPad 9.7″ 32GB WiFi – Silver What’s in the box? – iPad – Lightning to USB Cable – USB Power Adapter Specifications: Finish – Silver Models – Wi-Fi Capacity – 32GB Display – Retina display – 9.7-inch (diagonal) LED-backlit Multi-Touch display with IPS technology – 2048-by-1536-pixel resolution at 264 ppi – Fingerprint-resistant oleophobic coating Chip – A9 chip with 64-bit architecture – Embedded M9 coprocessor Camera – 8-megapixel camera – Autofocus – Panorama (up to 43 megapixels) – HDR for photos – Exposure control – Burst mode – Tap to focus – Timer mode – f/2.4 aperture – Five-element lens – Hybrid IR filter – Backside illumination – Auto image stabilization – Face detection – Photo geotagging Video Recording – 1080p HD video recording (30 fps) – Slo-mo (120 fps) – Time-lapse video with stabilization – Video image stabilization – Face detection – 3x video zoom – Video geotagging – FaceTime HD Camera – 1.2-megapixel photos – f/2.2 aperture – 720p HD video recording – Backside illumination – HDR for photos and videos – Face detection – Burst mode – Exposure control – Timer mode Video Calling – FaceTime video – iPad to any FaceTime-enabled device over Wi-Fi – FaceTime video – iPad to any FaceTime-enabled device over Wi-Fi or cellular Audio Calling – FaceTime audio – iPad to any FaceTime-enabled device over Wi-Fi – FaceTime audio – iPad to any FaceTime-enabled device over Wi-Fi or cellular – Cellular and Wireless Wi-Fi model – Wi-Fi (802.11a/b/g/n/ac); dual band (2.4GHz and 5GHz); HT80 with MIMO – Bluetooth 4.2 technology SIM Card – Nano-SIM (supports Apple SIM) Sensors – Touch ID – Three-axis gyro – Accelerometer – Barometer – Ambient light sensor – Fingerprint identity sensor built into the Home button – Apple Pay – Pay with your iPad using Touch ID within apps and on the web Siri – Use your voice to send messages, set reminders, and more – Use hands-free – Listen and identify songs Power and Battery – Built-in 32.4-watt-hour rechargeable lithium-polymer battery – Up to 10 hours of surfing the web on Wi-Fi, watching video, or listening to music – Charging via power adapter or USB to computer system – Built-in 32.4-watt-hour rechargeable lithium-polymer battery – Up to 10 hours of surfing the web on Wi-Fi, watching video, or listening to music – Up to 9 hours of surfing the web using cellular data network – Charging via power adapter or USB to computer system Operating System – iOS 10 With an all-new design and all-new features, iOS 10 is the world’s most advanced mobile OS. It brings your iPad to life in more intelligent and expressive ways than ever. iOS 10 includes: – AirDrop – AirPlay – AirPrint – Control Center – Notification Center – Siri – Spotlight Search – Apple Music – Family Sharing – iCloud Drive – Multitasking – QuickType Keyboard – Night Shift",
Phantom Dual Cube Lights,Phantom 4 Accessories,R 4195,"https://www.droneworld.co.za/wp-content/uploads/2017/05/P4-Lume-Cube-600x386.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/05/Lume-Cubes-Alt-600x386.jpg","Drones have revolutionized the game, offering unique angles and perspective on our everyday surroundings and a sneak peak into areas and views previously unachievable. However, this exhilarating ability to view the world through a brand new perspective has always been limited by the sun and only available to us during the daytime…until now!","Product Description Clips to your Phantom 4 in 10 seconds flat, for a perfect aerial night lighting solution. The Lume Cubes Drone Mounts are sure to unlock new creative potential and possibilities taking your passion, profession, and overall production quality to the next level by capturing never before seen footage. Be the first to own the sky both day and night with the most powerful drone lights on the market! See More.Do More.Be More. It’s the world’s most versatile lights. Has it’s own battery. Includes TWO lights.",
Phantom 4 Pro+ V2 [+ means built in screen],Phantom 4 Drones,R 32995,"https://www.droneworld.co.za/wp-content/uploads/2018/05/P4PPv2.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/02/P4P-Crash-Protection-final.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983102.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983103.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983105.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983106.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983107.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792336000_IMG_983108.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792513000_IMG_983706.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/1525792922000_1406921.jpg, https://www.droneworld.co.za/wp-content/uploads/2018/05/ba9ec9029c3f4f56e5fc91b3da9c0c26-600x520.png","1-inch 20MP Exmor R CMOS sensor, longer flight time and smarter features. 30 Mins Flight Time 7 km Control Range 4 dB Noise Reduction 4K 60fps 30 m Sensor Range 5-Direction of Obstacle Sensing Click here for more info on our drone crash protection.",Product Description What’s in the Box,
Phantom 4 Skin Solid State Red,Phantom 4 Accessories,R 395,https://www.droneworld.co.za/wp-content/uploads/2017/05/djip4-ss-red-600x600.jpg,,"Product Description Pimp your Phantom 4 with these unique and funky skins Fits Phantom 4 and Phantom 4 Pro Kit includes drone skin, controller skin + 3 battery skins Easy, bubble-free installation and goo-free removal",
P4 Charging Hub,Phantom 4 Accessories,R 299,"https://www.droneworld.co.za/wp-content/uploads/2017/08/MG_4913-4x3-600x450.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/MG_4915-4x3-600x450.jpg","Charge 3 P4 batteries in sequence, connects to you regular P4 Charger.",,
Petal Hood for the Phantom 4 Professional,Phantom 4 Accessories,R 95,"https://www.droneworld.co.za/wp-content/uploads/2017/08/P4P-Petal-Hood-1-600x600.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/P4P-Petal-Hood-2-600x584.jpg, https://www.droneworld.co.za/wp-content/uploads/2017/08/P4P-Petal-Hood-3-600x600.jpg",A petal lens hood compatible with the P4 Pro and Pro+. Block out unneeded light and prevent overexposure with this simple lens hood. Only Available in Black,,
P4 PRO Fisherman’s Friend  Bait Dropper,Phantom 4 Accessories,R 2995,https://www.droneworld.co.za/wp-content/uploads/2016/08/dropper-4-600-x-500-600x500.jpg,Designed specifically for the DJI Phantom 4 Pro Drop mechanism works directly from existing buttons on the drones remote. Main features: Mounts to your drone in under 2 minutes with only a screw driver and a cutter to snip the zip ties short. *Drone not included [can you believe it],"Product Description Designed specifically for the DJI Phantom 4 Pro Main features: Mounts to your drone in under 2 minutes with only a screw driver and a cutter to snip the zip ties short, Is fully autonomous and self-sufficient with its own rechargeable battery, No need to modify your drone in any manner nor do you need to open it, Lifts the load centrally under all 4 props to ensure equal loading, All electronics and entire drive is kept far away from the light-bridge antennas and compasses that are located in all 4 the drones legs. Thus ensuring interference-free operation of your drone even at long distances, Is activated by the front LED lights of your drone which can easily be turned on and off using your C1 or C2 buttons on your drone’s remote. Alternatively, you can set your drones camera that when you start recording that it automatically switches the lights off, stop the record and the lights are back on and the device is in its closed position, All 4 flight LED lights remain fully functional and visible (No LED is covered up), Can do more than 50 drops on a single charge, Has more than 2 weeks standby time if left on accidentally, Can drop you fishing line over a kilometre far out, Sleek and light it is barely noticeable on the drone and can be left attached indefinitely, it is so small and well mounted that the drone can be stored in its original packaging without any modifications. Weighs less than 50grams. What’s in the box? Drive unit attached to the release boom and replacement LED cover, 4 zip ties, 2 mounting screws and plugs. USB charger","Additional Information Special Feature Fishing Solutions, New Combo or Accessory Accessories"
Phantom 4 Pro 4 in 1 Filter Kit,Phantom 4 Accessories,R 1695,https://www.droneworld.co.za/wp-content/uploads/2017/06/phantom-4-pro-4-pack-essential-600x400.jpg,"A 4 in 1 kit consisting of an ND4 filter, ND 8 filter , UV and CPL.  All in a handy black carry case. Specially designed for the Phantom 4 Pro and Phantom 4 Pro+.","Product Description High-end optical glass for HD Video Remarkably lightweight for zero-effect on gimbal Essential standard day pack include ND4 , ND8, CPL, UV Made to be used with Phantom 4 Pro/ Pro + Easy grip on filter to screw on camera lens","Additional Information Special Feature Filters, New, Performance Enhancement, Photography, Videography Combo or Accessory Accessories"
P4PRO ND2-400 FILTER,Phantom 4 Accessories,R 745,https://www.droneworld.co.za/wp-content/uploads/2016/07/Phantom-nd4d-filter-600x500.jpg,The DJI Phantom 3 Filter 10 in 1 Variable ND2-400 filter is efficient for performing multiple functions that are required to control light entering the lens. This filter provides ideal controlling of exposure and helps to get perfect shots in all types of lighting conditions.,Product Description Adjustable ND2-400 Threaded ND Filter Lens Specifications: Color: Black Diameter: 32mm/1.3 inch Height: 11mm/0.4 inch Package size: 65 x 65 x 18mm/2.6 x 2.6 x 0.7 inch Net weight: 8.5g Package weight: 43g Package included: 1 x Adjustable ND Filter Lens,
World Cup Fever Sale New Phantom 3 Standard Limited Stock Only 1 Left,Phantom 3 Deals,R 7995,https://www.droneworld.co.za/wp-content/uploads/2015/08/Standard-600x385.jpg,"Safe, easy, and fun to fly, the Phantom 3 Standard makes it possible for everyone to reach for the sky. With an intuitive flight system, built-in camera, live HD view, and more, the Phantom 3 Standard gives you everything you need to fly. Please note that, from our experience, the Phantom 3 Standard has a range of less than 300m.If you would like 3-5 Km range then choose the P3 Adv click here for more info https://www.droneworld.co.za/product/phantom-3-advanced-factory-refurb-to-as-new-condition-12-month-dji-warranty/ Click here for more info on our drone crash protection.","Product Description Safe, easy, and fun to fly, the Phantom 3 Standard makes it possible for everyone to reach for the sky. This drone has very limited range in some instances down to just a few hundred meters, for more range choose Phantom 3 Adv click here With an intuitive flight system, built-in camera, live HD view, and more, the Phantom 3 Standard gives you everything you need to fly. AUTOMATIC FLIGHT ASSISTANT Fly with absolute freedom and confidence, knowing your Phantom 3 Standard will return to you at the press of a button. Built-in GPS records your Phantom’s takeoff point and remembers it as you fly. Then at your command, or if the control signal is ever lost, your Phantom comes back to you instantly. Your Phantom 3 Standard stays stable and under your control at all times during flight. After takeoff, it automatically hovers in place, waiting for your command. It then effortlessly changes altitude or direction at the flick of a finger. When you want it to stop, it again pauses and hovers, waiting for your next instruction. EASY, ASSISTED FLIGHT Flying a Phantom 3 Standard is easy. The first time and every time. Your Phantom automatically keeps itself in the air, level and steady. Flying has never been this easy. AUTO-HOVER When you stop telling it to move, the Phantom 3 Standard hovers perfectly in place, holding both position and altitude. It waits for you to give it instructions. This means all you need to think about is where you want to fly. SAFE FLIGHT LIMITS Set height and distance limits to keep all flights within a safe area. The Phantom 3 Standard will automatically stop and stay inside of your chosen limits as you fly. LIVE GPS Throughout each flight, your Phantom 3 Standard sends its position to a live GPS map on your mobile device. Use this map to see right where it is, know which direction it is facing, and guide it back to you in an instant. Because the Phantom knows where it is and where you are, it can calculate how much longer it can continue flying. It will send you a reminder to land when the battery runs low, and it can automatically come home and land when needed. WORRY-FREE, EVERY TIME When you are flying, you always know where your Phantom is, and it is always ready to come back to you. With built-in Return to Home, the Phantom 3 Standard remembers where you took off from and comes back when you are finished flying. So enjoy your flight, tap a button, and your Phantom is back in your hands, safe and secure. STATUS AND DIRECTION INDICATORS Four bright, large LED lights on each arm of the Phantom 3 Standard light up as you fly. So at a glance, you know which direction your Phantom is facing and its current status. YOUR FLYING CAMERA Record moments that you want to remember forever, and share those moments in an unforgettable way. The Phantom 3 Standard gives you an all  new perspective of sports, parties, and family events with a built-in camera that captures sharp, vivid 2.7K HD video and 12 megapixel photos. Shaky photos and video can ruin even the most impressive scenes. Keeping the camera perfectly stable is a precision engineered 3-axis gimbal, giving your footage a little movie magic. As the Phantom tilts and turns, the gimbal holds the camera flat and level, eliminating all unwanted shake. YOUR FLYING CAMERA Putting a camera in the sky makes everything you capture more exciting and fun to watch. Take unbelievable photos, shoot videos of friends and family, and record life’s moments in ways you never thought possible. With the Phantom 3 Standard, share your aerial photos and videos instantly to your favorite social networks and amaze your friends. STUNNING PHOTOS AND VIDEO The built in camera shoots 2.7K video, which is almost 3 times as clear as the picture on your HD TV, at 30 frames per second and a maximum of 40 Mbps. Or record in full 1080P HD to capture every frame and never miss a moment. Photos from the Phantom 3 Standard come out in 12 megapixel JPEG or DNG RAW format that look as great printed out as they do on the screen. A 1/2.3” sensor, fast f/2.8 prime lens, and a preset focus are all optimized for aerial images that give you awe-inspiring results. CLEAN, ACCURATE IMAGES Most flying cameras suffer from a distorted, or “fisheye”, image. The Phantom 3 Standard is equipped with a custom built lens with a 94⁰ field of view that gives you a perfect image that is nearly distortion-free and a more accurate depiction of the world below. MOVIE-QUALITY STABILIZATION Keeping the camera stable and shake-free is crucial to creating beautiful images, whether on the ground or in the air. This is why a good stabilization gimbal is so important. The 3-axis gimbal that holds the camera on your Phantom 3 Standard is evolved from the same technology found in high-end equipment that is relied on by Hollywood filmmakers and gives you stable footage every time. The Phantom 3 standard naturally banks and rolls as you fly, but the gimbal responds instantly and keeps the camera perfectly level. So your photos look sharp and your videos stay smooth, no matter how you fly. INTUITIVE, POWERFUL FLIGHT Enjoy the thrill of flight as you speed through the air. Powerful, responsive motors send your Phantom soaring exactly on the path you want. Stop in place, speed up, or fly higher in an instant. Curved DJI electromagnets are used to spin the motors at high, controllable speeds – all by using magnetic force, without any physical contact, to increase durability. Advances in efficiency and reliability push the limits of current technology and give you longer flights. ULTIMATE CONTROL Full control is in your hands with a remote controller built specifically for the Phantom 3 Standard. Precise control sticks command flight, while a dial lets you tilt the camera to see more. With a built-in rechargeable battery, a clamp to hold your mobile device, and a range extender for up to 0.62 mile (1km) range, this powerful remote makes flying easy and fun. FLIGHT MADE EASY A custom-built remote controller keeps your Phantom 3 Standard under your command at all times. The ergonomic design is easy to hold and lightweight, and all the controls you need are right at your fingertips. With this remote, it’s easy to fly the way you want. TILT THE CAMERA Aim the camera by using the gimbal control dial on top of the remote. Tilt it up and down to see more and frame the perfect shot. PRECISION CONTROL Easy to grip control sticks enable accurate, precise flight. Everything from minute position adjustments to full speed flying is instant and intuitive. These spring-loaded sticks automatically center when you let go, freezing the Phantom in place. So you can frame your shot, check the map, and plan your next move while it hovers and waits. BUILT-IN WIFI Linking your mobile device to your Phantom through the DJI GO app is easy with an enhanced WiFi range extender that’s built right into the remote controller. Connect to the Phantom’s WiFi network to see a live view, access advanced camera controls, and more. LONG FLIGHTS, LONG LIFE For ease of use, a rechargeable 2600 mAh LiPo battery is integrated into the remote controller. Bright LEDs on the front tell you the remaining power at a glance, and it will beep to remind you when the power runs low. The remote is easily recharged by USB, no matter where you are. UNIQUE MOBILE APP Snap photos and record videos with just a tap thanks to a mobile app that turns your device into a camera controller, flight cockpit, and more. The DJI GO app makes you feel as though the camera is right in your hands, allowing you to see a live view, control the shutter, change settings, and access a wealth of unmissable features: Automatic video editor that helps you create a new movie in seconds User-friendly interface for controlling the camera and flight settings Live map and radar that tracks your Phantom 3 Standard as it flies Full flight telemetry including current speed, altitude, and distance Flight logs to record and remember your best moments MORE FLYING, MORE FUN Fly for up to 25 minutes on a single charge. The patented DJI Intelligent Flight Battery continuously tells you exactly how long you can continue flying, based on how far and at what altitude you are, and it alerts you when it’s time to head back. This information is streamed live to the GO app on your mobile device. Recharging is quick and easy, and bright LED indicators tell you current status and power level. A protective plastic housing helps prevent damage and contains intelligent sensors that make your battery worry-free while extending the life of your battery. DJI GO APP Free to download and use with your Phantom 3 Standard, the DJI GO app puts complete control in your hands. With a simple and intuitive user interface, DJI GO makes every flight an easy, fun experience. FULL CAMERA CONTROLS DJI GO gives you complete control of your camera and a live HD video feed right on your screen. Adjust camera settings and use this real-time view to line up the perfect shot. QUICK VIDEO EDITOR Quickly create videos and share them instantly. DJI GO’s Director, a built-in video editor, allows you to choose the best moments from your flights and build a complete video with music, text, and more. Pre-designed templates are built into Director, enabling you to quickly create a video that fits your style. With just a few taps, you have a professional-quality movie of your flight on hand, ready to be shared. INTERACTIVE FLIGHT SIMULATOR Practice flying and perfect your skills anywhere. The included flight simulator gives you the lifelike experience of flying your Phantom 3 Standard in a safe, controlled virtual environment. SUPPORT FOR NEW USERS Learn more about your system and how to use it. User manuals, tutorial videos, and more are built into your app, all to help you get the best flight experience possible. FLIGHT LOG Review all of your past flights, with the date and time, duration, and a preview of the photos and videos you took. SHARING AND CONNECTING CREATIVITY Share your best work on SkyPixel, a dedicated platform for aerial photographers and filmmakers from around the world. The GO app also connects to your Facebook, Twitter, and Tumblr accounts for quick posting.",Additional Information Drone Name Phantom 3 Standard Camera Type 2K Flight Time 25min Combo or Accessory Drones Range 200m Number of Batteries 1 Max Speed 16m/s Status New
